id;title;date_start;date_end;description;city
1;Мировой чемпионат по профессиональному мастерству WorldSkills Abu Dhabi 2017;2017-11-14;2017-11-19;"<p>С 14 по 19 октября 2017 года в г. Абу-Даби (ОАЭ) прошел мировой чемпионат по профессиональному мастерству WorldSkills Abu Dhabi 2017. В нем приняли участие 1300 конкурсантов и более 1500 экспертов из 59 стран по 51 компетенции (49 &ndash; основные, 2 &ndash; презентационные).</p>
<p>Главной площадкой соревнований Чемпионата стал выставочный комплекс Abu Dhabi National Exhibition Centre (ADNEC). Общая площадь выставочного комплекса ADNEC &ndash; 105&nbsp;000 квадратных метров. На протяжении всего мирового чемпионата конкурсную площадку посетили более 10&nbsp;000 представителей различных стран и 80&nbsp;000 школьников Арабских Объединенных Эмиратов. Более 1&nbsp;000 волонтеров были задействованы на конкурсных площадках и на территории ADNEC.</p>
<p>Церемония открытия Чемпионата состоялась 14 октября 2017 года на открытой концертной площадке du Arena, рядом со всемирно известным Феррари Парком. Там же 19 октября 2017 года состоялась церемония закрытия и награждения победителей Чемпионата, в рамках которой прошла церемония передачи флага WorldSkills от Организационного комитета WorldSkills Abu Dhabi 2017 Организационному комитету WorldSkills Kazan 2019. Флаг приняли заместитель премьер-министра Российской Федерации Ольга Голодец, генеральный директор ГК &laquo;Росатом&raquo; Алексей Лихачёв, президент Республики Татарстан Рустам Минниханов, генеральный директор Союза &laquo;Молодые профессионалы (Ворлдскиллс Россия)&raquo; Роберт Уразов и мэр Казани Ильсур Метшин.</p>
<p>Национальная сборная WorldSkills Russia в третий раз представляла свою страну на мировом чемпионате (впервые Россия выступила на мировом первенстве в 2013 году в Лейпциге, а во второй &ndash; в бразильском Сан-Паулу).</p>
<p>В Абу-Даби национальная сборная Российской Федерации была представлена в 52 компетенциях. В состав сборной WorldSkills Russia вошли 58 конкурсантов и 52 эксперта из 22 регионов Российской Федерации, в том числе Татарстан представляли 8 участников по 7 компетенциям.</p>
<p>Национальная сборная России заняла пятое место в общекомандном медальном зачете чемпионата мира по профессиональному мастерству WorldSkills Abu Dhabi 2017 и первое место по баллам. Россия завоевала 11 медалей и 21 медальон за профессионализм, из которых 6 золотых медалей (ИТ решения в бизнесе, веб-разработка, ювелирное дело, холодильная техника и кондиционирование, системное администрирование, логистика, экспедирование грузов,) 4 серебряных медалей (мобильная робототехника, парикмахерское искусство, визуальный мерчандайзинг, обслуживание грузовой техники) и 1 бронзовая медаль (камнетесное дело).</p>
<p>Также российская сборная завоевала 21 медальон за профессионализм. Такие награды на чемпионатах WorldSkills присуждают конкурсантам, которые полностью справились с заданием и показали качественный средний уровень профессиональной подготовки.</p>
<p>Представители Республики Татарстан завоевали 3 медали по 3 компетенциям, из которых 1 золотая медаль, 1 серебряная медаль и 1 медаль за мастерство.</p>
<p>&nbsp;</p>";Абу-Даби
2;Чемпионат Европы по профессиональному мастерству EuroSkills Budapest 2018;2018-09-25;2018-09-29;"<p>С 25 по 29 сентября 2018 года в городе Будапешт (Венгрия) состоялся Чемпионат Европы по профессиональному мастерству EuroSkills 2018. EuroSkills &ndash; это самые масштабные в Европе соревнования по профессиональному мастерству для молодых людей до 25 лет. Порядка 600 конкурсантов из 29 стран приняли участие в чемпионате в 2018 году.</p>
<p>В соревнованиях EuroSkills 2018 приняли участие 48 российских конкурсантов из 17 регионов России по 41 компетенции. По итогам чемпионата сборная России заняла первое место по общему количеству баллов и впервые в медальном зачете, завоевав наибольшее количество золотых медалей среди всех 29 стран-участниц.</p>
<p>9 золотых, 8 серебряных, 2 бронзовые медали и 10 медальонов за профессионализм получили российские конкурсанты на церемонии награждения в столице Венгрии. Награды присудили чемпионам в основных компетенциях состязаний EuroSkills 2018. По количеству медалей Россия опередила Австрию и Францию, а по баллам &ndash; Австрию и Венгрию.</p>
<p>Лидерство в профессии подтвердили обладатели золотых медалей по компетенциям: Визуальный мерчендайзинг, Графический дизайн, Мобильная робототехника, Администрирование отеля, Сетевое и системное администрирование, Веб-разработка, Сварочные технологии, Инженерный дизайн CAD, Фрезерные работы на станках с ЧПУ. Серебро получили участники по компетенциям: Технологии моды, Парикмахерское искусство, Ремонт и обслуживание легковых автомобилей, Эстетическая косметология, Мехатроника, Флористика, Столярное дело, Обслуживание грузовых автомобилей. Бронзовые медали завоевали участники по Ресторанному сервису и Производству мебели.</p>
<p>Еще 11 конкурсантов подтвердили мастерство и были награждены Медальонами за профессионализм в следующих компетенциях: Электромонтаж, Облицовка плиткой, Поварское дело, Ландшафтный дизайн, Сухое строительство и штукатурные работы, Кирпичная кладка, Малярные и декоративные работы, Хлебопечение, Сантехника и отопление, Промышленная автоматика.</p>
<p>Кроме того, Россия получила медали по презентационным компетенциям, награды по которым не учитываются в общем зачёте. У России &laquo;золото&raquo; по Экспедированию грузов, Предпринимательству и Лабораторному химическому анализу, и &laquo;серебро&raquo; в Плотницком деле.</p>
<p>Республику Татарстан в национальной сборной России представляли 6 конкурсантов по 5 компетенциям: Инженерный дизайн CAD, Медицинский и социальный уход, Мобильная робототехника, Плотницкое дело и Предпринимательство.</p>
<p>Вклад представителей Республики Татарстан в общий медальный зачет:</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Мобильная робототехника &ndash; золото;</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Инженерный дизайн CAD &ndash; золото;</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Предпринимательство &ndash; золото (презентационная компетенция);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Плотницкое дело &ndash; серебро (презентационная компетенция);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Медицинский и социальный уход &ndash; нет призового места.</p>
<p>&nbsp;</p>
<p>По окончании церемонии закрытия флаг EuroSkills был передан Австрии, как следующей стране, в которой пройдет чемпионат Европы. EuroSkills 2020 пройдет в городе Грац, а в 2022 году чемпионат Европы состоится в Санкт-Петербурге.</p>";Будапешт
3;Чемпионат Европы по профессиональному мастерству EuroSkills Gothenburg 2016;2016-12-01;2016-12-03;"<p>С 1 по 3 декабря 2016 года в Швеции прошел пятый чемпионат Европы по профессиональному мастерству EuroSkills 2016.</p>
<p>500 молодых профессионалов в возрасте до 25 лет из 28 европейских стран соревновались за звание лучших мастеров Европы по 35 основным и 9 презентационным компетенциям.</p>
<p>Национальная сборная WorldSkills Russia в составе 43 человек участвовала в EuroSkills 2016 по 36 компетенциям, заняла первое место по количеству баллов в общем зачете (набрала 15 882 балла по всем компетенциям) и седьмое место в медальном зачете, а также завоевала 11 медалей за профессионализм.</p>
<p>По основным компетенциям национальная сборная WorldSkills Russia завоевала 5 медалей: 2 золотые, 2 серебряные и 1 бронзовая. По презентационным компетенциям национальная сборная WorldSkills Russia завоевала 4 медали: 1 золотая, 1 серебряная и 2 бронзовые.</p>";Гётеборг
4;Региональный чемпионат «Молодые профессионалы» (WorldSkills Russia) Республики Татарстан 2018;2018-12-14;2018-12-07;"<p>С 14 ноября по 7 декабря 2018 года прошел региональный чемпионат &laquo;Молодые профессионалы&raquo; (WorldSkills Russia) Республики Татарстан.</p>
<p>Чемпионат проходил по 82 компетенциям &laquo;Ворлдскиллс&raquo; и 52 компетенциям &laquo;Ворлдскиллс Юниоры&raquo;.</p>
<p>Организаторами чемпионата выступили Правительство Республики Татарстан, Союз &laquo;Молодые профессионалы (Ворлдскиллс Россия)&raquo;, Автономная некоммерческая организация &laquo;Центр развития профессиональных компетенций&raquo; и Автономная некоммерческая организация &laquo;Дирекция спортивных и социальных проектов&raquo;.</p>
<p>В Чемпионате приняли участие:</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 987 конкурсантов, в том числе 375 конкурсантов-юниоров;</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 919 экспертов, в том числе 336 экспертов юниоров;</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 134 главных эксперта и заместителей главных экспертов по юниорам;</p>
<p>Для обеспечения соблюдения стандартов &laquo;Ворлдскиллс&raquo; привлечены 77 сертифицированных экспертов, в том числе 31 сертифицированный эксперт из регионов Российской Федерации <em>(Москва, Санкт-Петербург, Красноярск, Челябинск, Екатеринбург, Башкортостан, Кемерово, Комсомольск-на-Амуре, Оренбург, Пермь, Самара)</em></p>
<p>Основными площадками проведения регионального чемпионата стали:</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; МВЦ &laquo;Казань Экспо&raquo; (компетенции промышленности и сферы услуг);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Казанский строительный колледж (компетенции строительного блока);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Межрегиональный центр компетенций &ndash; Казанский техникум информационных технологий и связи (компетенции ИТ-блока);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Международный колледж сервиса (компетенции сферы услуг);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Казанский педагогический колледж (компетенции педагогического профиля);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; ВЦ &laquo;Казанская ярмарка&raquo; (компетенции промышленности).</p>
<p>Региональный чемпионат прошел на 38 соревновательных площадках в 9 населенных пунктах Республики Татарстан (<em>Казань, Набережные Челны, Альметьевск, Бугульма, Зеленодольск, Лениногорск, Нижнекамск, Сарманово, Тетюши</em>)</p>
<p>Традиционное содействие в застройке и оснащении конкурсных площадок оборудованием оказали крупные предприятия Республики Татарстан:</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; СП &laquo;Форд Соллерс&raquo; (&laquo;Кузовной ремонт&raquo;, &laquo;Ремонт и обслуживание легковых автомобилей&raquo;)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; ПАО &laquo;КАМАЗ&raquo; (компетенция &laquo;Обслуживание грузовой техники&raquo;)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; ПАО &laquo;Нижнекамскнефтехим&raquo; и АО &laquo;ТАНЕКО&raquo; (&laquo;Лабораторный химический анализ&raquo;)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; ПАО &laquo;Татнефть&raquo; (Изготовление прототипов, Полимеханика и автоматизация, Реверсивный инжиниринг, Геодезия)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Казанский вертолетный завод (Реверсивный инжиниринг, Производственная сборка изделий авиационной техники, Обработка листового металла)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; ООО ТТС групп (Окраска автомобиля, &laquo;Ремонт и обслуживание легковых автомобилей&raquo;)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; ОА ПО &laquo;ЕлАЗ&raquo; (Окраска автомобиля, Обслуживание тяжелой техники)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; &laquo;Кука Роботикс&raquo; (&laquo;Промышленная робототехника&raquo;)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; ООО &laquo;Ак Таш&raquo; (&laquo;Кирпичная кладка&raquo;)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; &laquo;Технониколь&raquo; (компетенция &laquo;Кровельные работы&raquo;)</p>
<p>В рамках профориентационной работы в период проведения регионального чемпионата площадки МВЦ &laquo;Казань Экспо&raquo;, Казанского строительного колледжа, МЦК &ndash; Казанского техникума информационных технологий и связи, ВЦ &laquo;Казанская ярмарка&raquo; посетили более 10 000 школьников старших классов и студентов.</p>
<p>Также на чемпионате были задействованы 450 волонтеров, выполняющие работу по направлениям: встречи-проводы, работа в штабе оргкомитета, работа на соревновательных площадках, размещение, питание, транспорт, работа со зрителями.</p>
<p>По итогам регионального чемпионата, помимо г. Казани, наиболее результативными стали конкурсанты из г. Набережные Челны, Нижнекамского, Зеленодольского и Альметьевского муниципальных районов Республики Татарстан.</p>
<p>Церемонии открытия чемпионата состоялись в первые конкурсные дни. Церемонии закрытия чемпионата прошли на 3 площадках &ndash; Казанский строительный колледж, МЦК &ndash; Казанский техникум информационных технологий и связи и ВЦ &laquo;Казанская ярмарка&raquo; с участием руководителей профильных министерств и ведомств. Победители были награждены медалями и дипломами за 1, 2, 3 места, которые были вручены курирующими министрами и их заместителями.</p>";Казань, Набережные Челны
5;Региональный чемпионат «Молодые профессионалы» (WorldSkills Russia) Республики Татарстан 2017;2017-11-27;2017-12-08;"<p>С 27 ноября по 8 декабря 2017 года в Республике Татарстан прошел региональный чемпионат &laquo;Молодые профессионалы&raquo; (WorldSkills Russia) Республики Татарстан чемпионатного цикла 2017/2018 годов.</p>
<p>Организаторами чемпионата выступили Правительство Республики Татарстан, Союз &laquo;Молодые профессионалы (Ворлдскиллс Россия)&raquo;, АНО &laquo;Центр развития профессиональных компетенций&raquo; и АНО &laquo;Дирекция спортивных и социальных проектов&raquo;.</p>
<p>Основные показатели регионального чемпионата:</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 91 компетенция &laquo;Ворлдскиллс&raquo; (16-22 лет)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 23 компетенции &laquo;Ворлдскиллс Юниор&raquo; (14-16 лет)</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 713 конкурсантов и 738 экспертов по компетенциям &laquo;Ворлдскиллс&raquo;</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 129 конкурсантов и 95 экспертов по компетенциям &laquo;Ворлдскиллс Юниор&raquo;</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 39 привлеченных сертифицированных экспертов из РФ, в том числе 5 международных экспертов, менеджеров компетенций &ndash; 9.</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; 35 площадок проведения чемпионата (5 городов республики: Казань, Набережные Челны, Чистополь, Лениногорск и Тетюши).</p>
<p>Региональный чемпионат прошел в два основных периода: с 27 по 29 ноября и с 6 по 8 декабря 2017 года.</p>
<p>Участниками чемпионата стали около 1800 конкурсантов и экспертов по компетенциям &laquo;Ворлдскиллс&raquo; и &laquo;Ворлдскиллс Юниор&raquo;.</p>
<p>Для обеспечения соблюдения стандартов &laquo;Ворлдскиллс&raquo;, оказания необходимой консультационной и методической поддержки региональным главным экспертам, а также их дальнейшего продвижения на сертификацию для работы в чемпионате приглашены 32 сертифицированных эксперта из других регионов Российской Федерации.</p>
<p>Основными площадками проведения чемпионата стали:</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Казанская ярмарка (компетенции промышленности и сферы услуг);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Казанский строительный колледж (компетенции строительного блока);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Межрегиональный центр компетенций &ndash; Казанский техникум информационных технологий и связи (компетенции ИТ-блока);</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp; Международный колледж сервиса (компетенции сферы услуг).</p>
<p>В рамках профориентационной работы площадку регионального чемпионата посетили более 20 000 школьников и студентов образовательных организаций из муниципальных образований республики.</p>
<p>Также на чемпионате было задействовано более 400 волонтеров, выполняющих работу по направлениям: встречи-проводы, работа в штабе Оргкомитета, работа на соревновательных площадках, размещение, питание, транспорт, работа со зрителями.</p>
<p>Церемонии открытия и закрытия чемпионата прошли с участием руководителей профильных министерств и ведомств.</p>";Казань, Набережные Челны
6;Второй отраслевой чемпионат по стандартам WorldSkills в сфере информационных технологий DigitalSkills 2018;2018-12-13;2018-12-16;"<p>Второй отраслевой чемпионат в сфере IT и IoT-технологий по стандартам WorldSkills прошел с 12 по 16 декабря 2018 года в столице Республики Татарстан. Площадкой соревнований по компетенциям IT профессий стал МВЦ &laquo;Казань Экспо&raquo;.</p>
<p>За звание лучших боролись более 200 участников &ndash; сотрудники предприятий, студенты колледжей, вузов и школьники из 14 стран мира. Помимо российских участников, чемпионат посетили представители Австралии, Австрии, Белоруссии, Германии, Гонконга, Китая, Кореи, Малайзии, Сингапура, Тайваня, Франции, Эстонии и Японии.</p>
<p>Участники продемонстрировали профессиональное мастерство в соревнованиях по 24 компетенциям. Презентационных компетенций в программе первенства было 17. Это &laquo;Разработка компьютерных игр и мультимедийных приложений&raquo;, &laquo;Магистральные линии связи. Строительство и эксплуатация ВОЛП&raquo;, &laquo;Интернет маркетинг&raquo;. Остальные представляют блок профессий будущего FutureSkills: &laquo;Анализ защищенности от внешних угроз&raquo;, &laquo;Корпоративная защита внутренних угроз информационной безопасности&raquo;, &laquo;Разработка мобильных приложений&raquo;, &laquo;Машинное обучение и большие данные&raquo;, &laquo;Интернет вещей&raquo;, &laquo;Разработка решений с использованием блокчейн-технологий&raquo;, &laquo;Разработка дополненной и виртуальной реальности&raquo;, &laquo;Квантовые технологии&raquo;, &laquo;BIM технологии&raquo;, &laquo;Нейротехнологии&raquo;, &laquo;Цифровой модельер&raquo;, &laquo;Роботизированная сварка&raquo;, &laquo;Сити-фермерство&raquo;, &laquo;Облачные технологии&raquo;.</p>
<p>Помимо взрослых конкурсантов, в DigitalSkills приняли участие школьники от 14 до 16 лет. Они показали свои способности в компетенциях &laquo;Программные решения для бизнеса&raquo;, &laquo;Разработка мобильных приложений&raquo; и &laquo;Машинное обучение и большие данные&raquo;.</p>
<p>Попробовать себя в сфере диджитал технологий смогли и посетители - в специальных зонах Try-a-Skill.</p>
<p>14 декабря состоялось Торжественное открытие Деловой программы Чемпионата. Ключевым мероприятием Деловой программы стало кейс-шоу в формате TED &laquo;Код успеха в цифровом мире&raquo;. В рамках мероприятия молодые IT-профессионалы и стартаперы рассказали о своих успешных проектах и обсудили вопросы подготовки кадров для IT-индустрии и цифровой экономики в целом.</p>
<p>Цель чемпионата &ndash; решение вопросов кадрового обеспечения цифровой экономики: разработки и апробации профилей компетенций; корректировки и разработки соответствующих образовательных программ по существующим и новым направлениям; разработки модели независимой оценки в рамках системы образования и рынка труда.</p>
<p>Организаторами чемпионата выступили Министерство цифрового развития, связи и массовых коммуникаций РФ, Республика Татарстан и Союз &laquo;Молодые профессионалы (Ворлдскиллс Россия)&raquo;.</p>
<p>Партнерами и разработчиками компетенций выступили компании-лидеры отрасли: &laquo;Ростелеком&raquo;, &laquo;Таттелеком&raquo;, Infowatch, Autodesk, Fanuc, &laquo;Российский квантовый центр&raquo; и другие.</p>";Казань
7;Первый отраслевой чемпионат по стандартам WorldSkills в сфере информационных технологий DigitalSkills 2017;2017-12-11;2017-12-15;"<p>С 11 по 15 декабря 2017 года на площадке Университета Иннополис прошел Отраслевой чемпионат по стандартам WorldSkills в сфере информационных технологий DigitalSkills.</p>
<p>Участие в соревнованиях приняли 120 участников и 118 экспертов - сотрудников предприятий малого, среднего и крупного бизнеса отрасли (13 компаний), студентов среднего (23 организации СПО) и высшего (12 ВУЗов) образования. Среди участников и экспертов Чемпионата - представители образовательных организаций более 15 регионов России (Москва, Санкт-Петербург, Татарстан, Московская область, Новгородская область, Воронежская область, Свердловская область, Смоленская область, Ульяновская область, Челябинская область, Томской область, Костромская область, Смоленская область, Ульяновская область), представители корпораций (ГК Росатом, ПАО Камаз, ПАО Таттелеком, ПАО Ростелеком, АО Танеко, АО Танеко, НПО Квант, ПАО Газпром &ndash; Нефть, ПАО МТС), предприятий малого и среднего бизнеса (1С-Аналитикс, ООО Ай-Ти Центр, ООО НПП ЮвелирСофт).</p>
<p>Также участие в чемпионате приняла команда из Ирана: конкурсанты по мобильной робототехнике и эксперты по программным решениям для бизнеса.</p>
<p>Соревнования прошли по 15 компетенциям. Основные компетенции: Сетевое и системное администрирование; Инженерный дизайн CAD; Программные решения для бизнеса; Веб-дизайн и разработка; Мобильная робототехника; Графический дизайн. Презентационные компетенции: Магистральные линии связи. Строительство и эксплуатация ВОЛП; Организация эффективного производства (FutureSkills); Корпоративная защита от внутренних угроз информационной безопасности (FutureSkills); Анализ защищенности информационных систем от внешних угроз (FutureSkills); Разработка&nbsp; мобильных приложений (FutureSkills); Машинное обучение и большие данные (FutureSkills); Разработка решений с использованием блокчейн технологий (FutureSkills); Разработка дополненной и виртуальной реальности (FutureSkills); Квантовые технологии (FutureSkills).</p>
<p>DigitalSkills стал и коммуникационной площадкой для обсуждения вопросов кадров и образования в цифровой экономике, которая объединила политический, экспертный и образовательный уровни. Деловая программа Чемпионата была объединена с программой Всероссийской научно-практической конференции &laquo;Подготовка ИКТ кадров для цифровой экономики России&raquo;.</p>
<p>За дни Чемпионата мероприятие посетили более 1000 человек. В рамках Чемпионата проводились профориентационные активности для посетителей в форматах интерактивных стендов и зон try a skill и школьные экскурсии.</p>
<p>Среди технологических партнеров и экспертов чемпионата российские и международные компании - лидеры ИТ отрасли: 1С, Ростелеком, Лаборатория Касперского, Infowatch, Яндекс, Сбербанк Технологии, МТС, Кибер Россия, Российский квантовый центр, Redmadrobot, Fanuc, Cisco и др.</p>
<p>Организаторы: Минкомсвязь России, Республика Татарстан, Союз &laquo;Молодые профессионалы (Ворлдскиллс Россия)&raquo;.&nbsp;</p>";Иннополис
8;Финал V Национального чемпионата «Молодые профессионалы» (WorldSkills Russia) 2017 в Краснодаре;2017-05-15;2017-05-19;"<p>Финал V Национального чемпионата &laquo;Молодые профессионалы&raquo; (WorldSkills Russia) прошел в Краснодаре с 15 по 19 мая 2017 года на площадке выставочно &ndash; конгрессного комплекса &laquo;Экспоград Юг&raquo;. Соревнования национального чемпионата прошли по компетенциям 6 блоков профессий: строительной сферы, информационных и коммуникационных технологий, творчества и дизайна, промышленного производства, сферы услуг и обслуживания гражданского транспорта.</p>
<p>Студенты и школьники приняли участие в соревнованиях по профессиональному мастерству в 109 основных и 4 демонстрационных компетенциях. В рамках Чемпионата проект FutureSkills был представлен блоком соревнований по 9 малораспространенным, но перспективным компетенциям, которые пока не стандартизированы: Изготовление прототипов; Инженерные космические системы; Промышленная робототехника; Реверсивный инжиниринг; Технологии композитов; Геномная инженерия; Эксплуатация беспилотных авиационных систем; Лазерные технологии; Командная работа на производстве.</p>
<p>Участниками финала V Национального чемпионата &laquo;Молодые профессионалы&raquo; (WorldSkills Russia) в Краснодаре стали более 1200 конкурсантов, включая международных, которые выступили в соревнованиях вне зачета. В финале Национального чемпионата сразились 950 студентов средних профессиональных организаций и 300 школьников, выступивших в III Национальном чемпионате JuniorSkills. К оценке выступлений взрослых и юных участников присоединились 1400 экспертов.</p>
<p>В финале Национального чемпионата &laquo;Молодые профессионалы&raquo; (WorldSkills Russia) 2017 приняли участие 260 международных участников. Это эксперты, конкурсанты, технические обозреватели, спикеры и участники деловой программы из 23 стран: Австралия, Австрия, Азербайджан, Белоруссия, Бразилия, Венгрия, Дания, Ирландия, Италии, Казахстан, Канада, КНР, Колумбия, Марокко, Норвегия, Португалия, Тайвань, Узбекистан, Финляндия, Франция, Швейцария, Южная Корея, Япония.</p>
<p>В рамках финала V Национального чемпионата прошел I открытый Евразийский чемпионат. В борьбу за награды в отдельном медальном зачете по 31 компетенции вступили студенты из Белоруссии, Казахстана и Узбекистана. 59 представителей трех стран Евразийского пространства соревновались наряду с российскими конкурсантами. К оценке навыков молодых специалистов присоединились 56 экспертов из Белоруссии, Казахстана и Узбекистана.</p>
<p>Все международные конкурсанты финала Национального чемпионата и конкурсанты первого открытого Евразийского чемпионата по стандартам WorldSkills получили Паспорт Компетенций (SkillsPassport), удостоверяющий их участие в соревнованиях и уровень владения компетенцией по стандартам WorldSkills.</p>
<p>Помимо соревновательной части мероприятия, состоялась его деловая часть, на которую были приглашены ключевые фигуры российской политики, бизнеса, некоммерческих организаций. На дискуссионной площадке финала V Национального чемпионата &laquo;Молодые профессионалы&raquo; (WorldSkills Russia) обсудили необходимость постоянного развития и переквалификации граждан. На протяжении четырех дней гости и участники Национального чемпионата в Краснодаре смогли ознакомиться с лучшими практиками подготовки высококвалифицированных кадров, принять участие в круглых столах, мастер-классах, проектных сессиях и презентациях.</p>
<p>В рамках деловой программы финала чемпионата также прошел круглый стол по теме &laquo;Развитие движения WorldSkills на евразийском пространстве&raquo; с участием 48 представителей Белоруссии, Казахстана. В ходе проведения круглого стола были подписаны двусторонние меморандумы о взаимопонимании с WorldSkills Белоруссия и WorldSkills Казахстан о совместном сотрудничестве и признании результатов чемпионатов и компетенций по стандартам WorldSkills.</p>
<p>Финал Национального чемпионата &laquo;Молодые профессионалы&raquo; (WorldSkills Russia) &ndash; это самые масштабные в России соревнования профессионального мастерства по стандартам WorldSkills среди студентов средних профессиональных образовательных учреждений в возрасте от 16 до 22 лет, способствующие профессиональной ориентации молодежи и внедрению в систему отечественного образования лучших международных практик. С 2015 года в рамках национально чемпионата традиционно проходят соревнования JuniorSkills для школьников от 10 до 17 лет.</p>
<p>Организатором соревнований финала V Национального чемпионата &laquo;Молодые профессионалы&raquo; (WorldSkills Russia) 2017 выступили Союз &laquo;Агентство развития профессиональных сообществ и рабочих кадров &laquo;Молодые профессионалы (Ворлдскиллс Россия)&raquo;, Правительство Краснодарского края, Агентство стратегических инициатив, Министерство образования и науки Российской Федерации, Министерство труда и социальной защиты Российской Федерации, а также фонд Олега Дерипаска &laquo;Вольное Дело&raquo;.</p>";Краснодар
